fecha_estreno,url,titulo,nota_media,cantidad_votos,Título original,Año,Duración,País,Dirección,Guion,Reparto,Música,Fotografía,Compañías,Género,Sinopsis,Críticas,Tu crítica,Votaciones de almas gemelas,Votaciones de tus amigos,,Premios,Posición en rankings FA,Posición rankings listas,Grupos
fecha,https://www.filmaffinity.com/es/film580752.html,Tres adioses,"7,2",1.746,Tre ciotole,2025,120 min.,Italia,Isabel Coixet,"Enrico Audenino, Isabel Coixet. Novela: Michela Murgia","Alba Rohrwacher
Elio Germano
Silvia D'Amico
Francesco Carril
Galatéa Bellugi
Sarita Choudhury",,Guido Michelotti,"Coproducción Italia-España; Cattleya, Ruvido Produzioni, Bartlebyfilm, Buena Pinta Media, BTeam Prods, Colosé Producciones, Perdición Films, Vision Distribution",Drama. Romance | Drama romántico,"Tras lo que parecía una discusión sin importancia, Marta (Alba Rohrwacher) y Antonio (Elio Germano) se separan. Él, un chef prometedor, se refugia en sus fogones; ella, en su silencio, empieza a notar algo más que tristeza: ha perdido el apetito… y no solo por desamor. Cuando descubre que detrás hay un problema de salud, todo da un giro inesperado: la comida sabe mejor, la música le llega como nunca y el deseo despierta sus ganas de vivir sin miedo.

Preestreno: Festival de Toronto 2025","""Una bellísima reflexión sobre la muerte, el desamor (...) y el poder transformador del cine (...) marca un punto muy alto en la filmografía de su directora y lo hace con la voluntad (...) de transformar el mundo (...) Puntuación: ★★★★ (sobre 5)"" 
Luis Martínez: Diario El Mundo
""Coixet narra esta historia correctamente, buscando sutileza, intentando no chantajear ni abrumar sentimentalmente al espectador. Se agradece. Pero tengo un problema con la protagonista (...) no me provoca ni frío ni calor."" 
Carlos Boyero: Diario El País
""Una película sosegada, luminosa y sin excesos. Un melodrama contenido del que también hay que destacar la interpretación naturalista de los actores (...) Puntuación: ★★★ (sobre 5)"" 
Desirée de Fez: Diario El Periódico
""[Coixet] tiene ideas (...) discutibles (...) Son estrategias para aligerar la carga dramática de un filme que da lo mejor de sí cuando se coloca del lado de (...) la verdad que comunica la interpretación de Alba Rohrwache (...) Puntuación: ★★½ (sobre 5)"" 
Sergi Sánchez: Diario La Razón
""Es una tragedia que acaba por no parecerlo, con una reconfortante voluntad de aceptación y la presencia -luminosa presencia- de Alba Rohrwacher (...) ""Tres adioses"" acaba por ofrecer lo mejor de Coixet. (...) Puntuación: ★★★★ (sobre 5)"" 
Salvador Llopart: Diario La Vanguardia
""Coixet firma su película más redonda, bella y conmovedora en mucho tiempo (...) Una obra honesta, profundamente arraigada a la tierra, que a su vez lanza un mensaje universal sobre la superación de la pérdida y la búsqueda de los placeres sencillos en un mundo en permanente movimiento."" 
Raquel Hernández Luján: Hobby Consolas
""Emociona con su fe en la vida (...) tiene dos grandes protagonistas: Alba Rohrwacher, cuya presencia inflama la pantalla cual luz cegadora, y el Trastevere (...) La película (...) es muy emocionante (...) Puntuación: ★★★½ (sobre 5)"" 
Philipp Engel: Cinemanía
  mostrar 6 críticas más","Escribe tu opinión para que el resto de los usuarios la pueda leer
Añade tu crítica",Regístrate y podrás acceder a recomendaciones personalizadas según tus gustos de cine,"Regístrate y podrás acceder a todas las votaciones de tus amigos, familiares, etc.",,"2025: Festival de Valladolid - Seminci: Nominada a Mejor Película - Espiga de Oro.
  mostrar todos","11 Las mejores películas de 2025
84 Mejores películas italianas de todos los tiempos",,
fecha,https://www.filmaffinity.com/es/film872994.html,Evolution,"5,3",95,Evolution,2026,94 min.,España,"Julio Soto Gurpide, Zayra Muñoz Domínguez","Miguel Morán, Adela Gutiérrez, José Tatay, Julio Soto Gurpide",Animación,Alfred Tapscott,Animación,The Thinklab,Animación. Comedia. Ciencia ficción | Cine familiar. Animales,"Cuando una sustancia alienígena mezcla el ADN de Zoe con el de sus mascotas, creará un increíble equipo de animales inteligentes liderados por una chica salvaje.","""Tiene tintes ecológicos y científicos, pero ha elegido el humor en el choque generacional padres-hijos como vehículo para la crítica del mal uso tecnológico (...) Dignísima aventura animada (...) Puntuación: ★★★ (sobre 5)"" 
Carlos Marañón: Cinemanía
""Una aventura infantil dinámica y divertida, por encima de la media de la animación española en energía visual, diseño de personajes y desarrollo de su historia"" 
Arturo Tena: Cine con Ñ","Escribe tu opinión para que el resto de los usuarios la pueda leer
Añade tu crítica",Regístrate y podrás acceder a recomendaciones personalizadas según tus gustos de cine,"Regístrate y podrás acceder a todas las votaciones de tus amigos, familiares, etc.",,,,,
fecha,https://www.filmaffinity.com/es/film888907.html,La tarta del presidente,"7,2",635,Mamlaket Al-Qasabaka,2025,105 min.,Irak,Hasan Hadi,Hasan Hadi,"Baneen Ahmad Nayyef, Sajad Mohamad Qasem, Waheed Thabet Khreibat, Rahim AlHaj, Muthanna Malaghi, Ahmad Qasem Saywan, Maytham Mreidi, Thaer Salem, Ali Khalaf, Fatima Abouharoon, Mahmoud Mazen Lazen, Aqeel Wadi, Mohammed Rheimeh, ver 15 más",,Tudor Vladimir Panduru,"Coproducción Irak-Estados Unidos-Catar; Maiden Voyage, Missing Piece, Spark Features, Working Barn Productions",Drama | Años 90. Infancia. Política,"Mientras la gente lucha a diario por sobrevivir bajo las sanciones en el Iraq de Sadam, Lamia, una niña de nueve años, debe usar su ingenio para reunir los ingredientes de la tarta obligatoria para celebrar el cumpleaños del presidente Sadam Husein o atenerse a las consecuencias: la cárcel o la muerte.","""El bellísimo paisaje rural (...) y el no menos sugerente paisaje urbano de Bagdad convierten esta historia de supervivencia infantil en una fábula cuyo vuelo mágico merece la pena emprender de la mano de la obstinada Lamia."" 
Elsa Fernández-Santos: Diario El País
""Un deslumbrante ejercicio de cine (...) impresiona por su certeza, por su profundidad, por su simple belleza, por la claridad en el manejo de las miradas, por su arriesgado ofrecimiento de vida. (...) Puntuación: ★★★★ (sobre 5)"" 
Luis Martínez: Diario El Mundo
""Harina, huevos, levadura, azúcar y otros ingredientes admirables. El argumento es de una sencillez que aturde y de una aparente falta de pretensión que lo hace aún más profundo y auténtico (...) Puntuación: ★★★ (sobre 5)"" 
Oti Rodríguez Marchante: Diario ABC
""Un relato del Iraq de los 90 entre la fábula y el realismo duro (...) Puntuación: ★★★ (sobre 5)"" 
Quim Casas: Diario El Periódico
""Lo mejor: Su aliento neorrealista y su habilidad al aprovechar el punto de vista de los niños para hacer un retrato de la dictadura de Hussein a pie de calle (...) Puntuación: ★★★★ (sobre 5)"" 
Sergi Sánchez: Diario La Razón
""Bajo su estricta mirada naturalista a la realidad asfixiante impuesta por el todopoderoso dictador, potenciada por preciosas composiciones en formato panorámico (...) late (...) una emotiva fábula sobre la inocencia y la bondad (...) Puntuación: ★★★★ (sobre 5)"" 
Jordi Batlle Caminal: Diario La Vanguardia
""Hadi es consciente de la importancia de ser el primero en brindar una visión desde dentro, tan auténtica como honesta, y reacciona restándole toda pompa, aligerándola hasta convertirla en una fábula tan encantadora como transparente (...) Puntuación: ★★★★ (sobre 5)"" 
Philipp Engel: Cinemanía
  mostrar 13 críticas más","Escribe tu opinión para que el resto de los usuarios la pueda leer
Añade tu crítica",Regístrate y podrás acceder a recomendaciones personalizadas según tus gustos de cine,"Regístrate y podrás acceder a todas las votaciones de tus amigos, familiares, etc.",,"2025: Festival de Cannes: Cámara de Oro: mejor ópera prima.
2025: Premios del Sindicato de Directores (DGA): Nominada a Mejor dirección novel.
  mostrar todos",12 Las mejores películas de 2025,88 Próximos estrenos: éstas no me las pierdo (66),
fecha,https://www.filmaffinity.com/es/film380589.html,Marty Supreme,"7,2",9.724,Marty Supremeaka,2025,149 min.,Estados Unidos,Joshua Safdie,"Ronald Bronstein, Joshua Safdie","Timothée Chalamet
Gwyneth Paltrow
Odessa A’zion
Abel Ferrara
Tyler the Creator
Géza Röhrig",Daniel Lopatin,Darius Khondji,"A24, Elara Pictures, IPR.VC. Distribuidora: A24",Drama. Thriller. Comedia | Biográfico. Deporte. Ping-pong,"Marty Mauser, un joven buscavidas que juega al ping pong con una ambición desmesurada, está dispuesto a todo para cumplir su sueño. Con ayuda, entre otros, de la estrella de cine Carol Dunne, demostrará al mundo entero su grandeza.","""[Chalamet] se confirma como el tipo más veloz de la clase en una exhibición de cine adrenalínico, furioso y feliz para retratar la miseria de un sueño con modales de timo (...) Puntuación: ★★★★★ (sobre 5)"" 
Luis Martínez: Diario El Mundo
""A 'Marty Supreme' no parece importarle apretar el cuello del espectador (...) pero el fondo de comedia de la historia ayuda a mantenerse en ella durante las dos horas y media que dura. (...) Puntuación: ★★★ (sobre 5)"" 
Oti Rodríguez Marchante: Diario ABC
""El golpe ganador de Timothée Chalamet. El actor lo interpreta con tal energía desbordante, tanto carisma y tal mezcla de arrogancia y vulnerabilidad que resulta imposible no ponerse de su lado. (...) Puntuación: ★★★★★ (sobre 5)"" 
Nando Salvá: Diario El Periódico
""Lo mejor: Su vitalidad narrativa, la indiscutible entrega de Chalamet y la irresistible galería de secundarios (...) Puntuación: ★★★★ (sobre 5)"" 
Sergi Sánchez: Diario La Razón
""Vas a asistir a un brillante ejercicio de cine avasallador y deslumbrante, cuya energía te va a subyugar desde el mismo arranque (...) El antídoto perfecto contra la distracción audiovisual. (...) Puntuación: ★★★★★ (sobre 5)"" 
Salvador Llopart: Diario La Vanguardia
""Josh ha demostrado con 'Marty Supreme' que las películas exageradas, refrescantes y cortadas con carismática fiereza siguen ofreciéndonos el necesario colocón que nos mantendrá unos años más enganchados a las salas de cine. (...) Puntuación: ★★★★★ (sobre 5)"" 
Ricardo Rosado: Fotogramas
""Brillante y vibrante trabajo de Josh Safdie y Timothée Chalamet (...) Menuda maravilla arrancar el año con una película tan estimulante, compleja y aguda que te atrapa por completo con su particular sentido del humor y del drama. Destaca en todos los apartados técnicos y cuenta con interpretaciones memorables."" 
Raquel Hernández Luján: Hobby Consolas
  mostrar 31 críticas más","Escribe tu opinión para que el resto de los usuarios la pueda leer
Añade tu crítica",Regístrate y podrás acceder a recomendaciones personalizadas según tus gustos de cine,"Regístrate y podrás acceder a todas las votaciones de tus amigos, familiares, etc.",,"2025: Premios Oscar: 9 nominaciones
2025: Premios Globos de Oro: Mejor actor principal - Comedia o musical. 3 nominaciones
2025: Premios BAFTA (Reino Unido): 11 nominaciones
2025: Premios del Sindicato de Guionistas (WGA): Nominada a Mejor guion original.
2025: Premios del Sindicato de Actores (SAG): 3 nominaciones
  mostrar todos","17 Las mejores películas de 2025
107 Mejores biopics / films biográficos",12 Mis películas favoritas del 2025 (128),
fecha,https://www.filmaffinity.com/es/film186074.html,Aída y vuelta,"6,2",1.642,Aída y vuelta,2026,98 min.,España,Paco León,"Paco León, Fer Pérez. Historia: Paco León, Fer Pérez, Henar Álvarez","Carmen Machi
Paco León
Miren Ibarguren
Mariano Peña
Eduardo Casanova
Marisol Ayuso",Lucas Vidal,Kiko de la Rica,"Mediapro, Telecinco Cinema, Mediaset España, The MediaPro Studio, Prime Video, Sony Pictures International Productions, Crea SGR",Comedia | Cine dentro del cine. Televisión,"'Aída y vuelta' aborda el rodaje de un capítulo de la serie con tramas que transcurren tanto dentro de la ficción, con los personajes de 'Aída', como fuera de ella con los propios actores y sus relaciones, que dan pie a reflexionar sobre temas como los límites del humor, el trabajo del cómico o la fama.","""Paco León crece y se crece con una comedia que come comedia con 'hamor' (...) convierte la apuesta siempre perdedora de la nostalgia en un brillante artefacto metadiscursivo al límite de sí mismo (...) Puntuación: ★★★★ (sobre 5)"" 
Luis Martínez: Diario El Mundo
""Paco León y Carmen Machi regresan con gracia y emoción a sus orígenes para probar los límites del humor (...) funciona no solo como homenaje (...) sino como una autoficción llena de desparpajo sobre la incorrección política y los límites del humor"" 
Elsa Fernández-Santos: Diario El País
""Es, aparte de bastante divertida, un ejercicio en ocasiones nostálgico (...) Lo mejor: Su gran elenco y la forma en que director ha encarado esta vuelta a la famosa serie (...) Puntuación: ★★★½ (sobre 5)"" 
Carmen L. Lobo: Diario La Razón
""Una propuesta fresca y eficaz que se ganará a los fans de la serie"" 
Philipp Engel: Cinemanía
""Planta cara a la corrección política y a la Inquisición que persigue y castiga a la comedia (...) Artefacto cómico genial que defiende el chiste incómodo e impertinente (...) Puntuación: ★★★★ (sobre 5)"" 
Fausto Fernández: Fotogramas
""Un regreso, que no es un regreso, pero es todo un acierto (...) Aunque trate temas muy serios, no se olvida de que es una comedia y de que su público ha venido aquí a echarse unas risas."" 
Sergio Navarro: FormulaTV
""Paco León firma una original propuesta metiéndonos de lleno en el rodaje de Aída y conociendo de forma más íntima a sus protagonistas mientras nos invita a reflexionar sobre los límites del humor y otros temas de actualidad. Muy recomendable, seas o no fan de la serie."" 
José Carlos Pozo: Hobby Consolas
  mostrar 2 críticas más","Escribe tu opinión para que el resto de los usuarios la pueda leer
Añade tu crítica",Regístrate y podrás acceder a recomendaciones personalizadas según tus gustos de cine,"Regístrate y podrás acceder a todas las votaciones de tus amigos, familiares, etc.",,,,,
fecha,https://www.filmaffinity.com/es/film730574.html,La chica zurda,"7,2",1.325,Left-Handed Girl,2025,108 min.,Taiwán,Shih-Ching Tsou,"Sean Baker, Shih-Ching Tsou","Janel Tsai
Nina Ye
Shi-Yuan Ma
Blaire Chang
Huang Teng-Hui
Akio Chen",,"Ko-Chin Chen, Tzu-Hao Kao","Coproducción Taiwán-Francia; Through the Lens Entertainment, Cinema Inutile, Good Chaos, Le Pacte, Left-Handed Girl Film Productions",Drama | Familia. Maternidad,"Una madre soltera y sus dos hijas regresan a Taipei tras varios años viviendo en el campo para abrir un puesto en un bullicioso mercado nocturno. Cada una a su manera, tendrán que adaptarse a este nuevo entorno para llegar a fin de mes y conseguir mantener la unidad familiar. Tres generaciones de secretos familiares empiezan a desvelarse después de que su abuelo tradicional le diga a la hija menor, que es zurda, que nunca use su «mano del diablo». (FILMAFFINITY)","""Un buen relato familiar y femenino (...) estupenda (...) exhala un admirable aroma a trabajo de Baker (...) el objetivo es mostrar la cara oscura de las sociedades, pero de un modo luminoso y a través de los más bellos colores."" 
Javier Ocaña: Diario El País
""Tsou encuentra un estilo no lejano al del propio Sean Baker para filmar con 'alegría manual', un poco al modo de 'Florida Project' (...) película de sucesos y secretos que agobian y que (...) en cierto modo, se disfruta. (...) Puntuación: ★★★ (sobre 5)"" 
Oti Rodríguez Marchante: Diario ABC
""Un filme agresivo y tierno a la par (...) un drama que se acerca bastante al de 'The Florida project' -por la visión de niñas y adolescentes-, aunque anclado en una realidad cultural y social distinta. (...) Puntuación: ★★★★ (sobre 5)"" 
Quim Casas: Diario El Periódico
""El aura de Baker no solo se filtra en la urgencia urbana del estilo del filme sino también en la sensibilidad con que retrata las relaciones maternofiliales de una familia de tres mujeres (...) Puntuación: ★★★½ (sobre 5)"" 
Sergi Sánchez: Diario La Razón
""Estamos ante una película cálida y sensible, pero sin asomo de sensiblería, que en algunos momentos, por su tono humanista, recuerda al cine de Hirokazu Koreeda, el Koreeda de 'Nadie sabe' (...) Puntuación: ★★★★ (sobre 5)"" 
Jordi Batlle Caminal: Diario La Vanguardia
""Resulta mucho más conmovedora y hechizante cuando simplemente acompaña a su pequeña heroína, empapándose de la atmósfera que exuda una metrópolis vibrante y caótica, a ratos sórdida (...) pero siempre inspiradora (...) Puntuación: ★★★★ (sobre 5)"" 
Nando Salvá: Cinemanía
""Un retrato seguro y encantador de una maternidad difícil y una filiación dolorosa, pero quizá lo más fascinante sea su visión caleidoscópica de la ciudad natal de la directora"" 
Jessica Kiang: Variety
  mostrar 23 críticas más","Escribe tu opinión para que el resto de los usuarios la pueda leer
Añade tu crítica",Regístrate y podrás acceder a recomendaciones personalizadas según tus gustos de cine,"Regístrate y podrás acceder a todas las votaciones de tus amigos, familiares, etc.",,"2025: Festival de Valladolid - Seminci: Nominada a Mejor Película - Espiga de Oro.
2025: Festival de Roma: Mejor película.
2025: Asociación de Críticos Norteamericanos (NBR): Nominada a Mejores películas extranjeras del año (por orden alfabético).
2025: Critics Choice Awards: 2 nominaciones
  mostrar todos",16 Las mejores películas de 2025,80 Mis películas favoritas del 2025 (19),
fecha,https://www.filmaffinity.com/es/film868058.html,Hamnet,"7,4",13.695,Hamnet,2025,119 min.,Reino Unido,Chloé Zhao,"Maggie O'Farrell, Chloé Zhao. Novela: Maggie O'Farrell","Jessie Buckley
Paul Mescal
Jacobi Jupe
Joe Alwyn
Emily Watson
Noah Jupe",Max Richter,Lukasz Zal,"Coproducción Reino Unido-Estados Unidos; Amblin Entertainment, Amblin Partners, Book of Shadows, Hera Pictures, Neal Street Productions. Distribuidora: Universal Pictures, Focus Features",Drama | Biográfico. Maternidad. Paternidad. Vida rural. Teatro,"La historia de Agnes, la esposa de William Shakespeare, en su lucha por superar la tragedia familiar que irrumpe en su vida. Una historia con el telón de fondo de la creación de una de las más importantes obras de Shakespeare, 'Hamlet'.","""Una soberbia exploración del dolor (...) Una bellísima obra maestra (...) Es cine volcado a revertir los significados de las palabras, a conmover hasta la mismísima conmoción. (...) Qué maravilla Chloé Zhao (...) Puntuación: ★★★★★ (sobre 5)"" 
Luis Martínez: Diario El Mundo
""Es entretenida y emocionante de ver, dura de paladear, armoniosa de formas, áspera y jugosa de fondos, elocuente, sensible y esclarecedora de materias que ni nos rozan pero sí nos incumben y fascinan (...) Puntuación: ★★★★ (sobre 5)"" 
Oti Rodríguez Marchante: Diario ABC
""La interpretación de Jessie Buckley es excelente: dureza y fragilidad a partes iguales. (...) el filme se mueve muy bien entre el drama íntimo y los dolorosos procesos de la creación artística. (...) Puntuación: ★★★ (sobre 5)"" 
Quim Casas: Diario El Periódico
""La verdad de la escritora Maggie O’Farrell y de la directora (...) es una invención a la medida de los que creen en el arte como exorcismo (...) Una pena que esa invención esté tan calculada, tan diseñada para triunfar en las alfombras rojas. (...) Puntuación: ★★★ (sobre 5)"" 
Sergi Sánchez: Diario La Razón
""Película de trazos un tanto académicos (...) el peso dramático recae no tanto en Shakespeare como en su mujer. Y en la actriz que la interpreta, una sobresaliente Jessie Buckle (...) una recta final tan potente como discutible (...) Puntuación: ★★★ (sobre 5)"" 
Jordi Batlle Caminal: Diario La Vanguardia
""No tengo nada que contar de ella. (...) Me aburro durante la proyección y al poco tiempo me olvido de ella. (...) me da todo un poco igual (...) La película me parece una nadería pretenciosa."" 
Carlos Boyero: Diario El País
""Jessie Buckley conquista este poderoso retrato sobre la crueldad de la muerte (...) Reflexión demoledora pero catártica sobre por qué el arte importa (...) Puntuación: ★★★★ (sobre 5)"" 
Nando Salvá: Cinemanía
  mostrar 31 críticas más","Escribe tu opinión para que el resto de los usuarios la pueda leer
Añade tu crítica",Regístrate y podrás acceder a recomendaciones personalizadas según tus gustos de cine,"Regístrate y podrás acceder a todas las votaciones de tus amigos, familiares, etc.",,"2025: Premios Oscar: Mejor actriz principal. 8 nominaciones
2025: Premios Globos de Oro: 2 premios. 6 nominaciones
2025: Premios BAFTA (Reino Unido): 2 premios. 11 nominaciones
2025: Premios del Sindicato de Guionistas (WGA): Nominada a Mejor guion adaptado.
2025: Festival de Toronto (TIFF): Premio del Público (Mejor película).
  mostrar todos","6 Las mejores películas de 2025
57 Mejores biopics / films biográficos
70 Mejores películas británicas",8 Mis películas favoritas del 2025 (160),
fecha,https://www.filmaffinity.com/es/film530880.html,La asistenta,"6,0",8.841,The Housemaid,2025,131 min.,Estados Unidos,Paul Feig,Rebecca Sonnenshine. Novela: Freida McFadden,"Sydney Sweeney
Amanda Seyfried
Brandon Sklenar
Michele Morrone
Elizabeth Perkins
Megan Ferguson",Theodore Shapiro,,"Feigco Entertainment, Hidden Pictures, Lionsgate. Distribuidora: Lionsgate",Thriller | Thriller psicológico,"Una joven (Sydney Sweeney), con un pasado complicado comienza a trabajar como asistenta en la lujosa casa de los Winchester. A medida que se adentra en la vida de la familia, descubrirá secretos oscuros que pondrán en peligro su seguridad, pero quizá ya sea demasiado tarde... Adaptación de la novela de Freida McFadden.","""Una solemne, divertida y muy consciente majadería, pero muy disfrutona y con un guión con más giros que el scalextric de Marty Feldman (...) Puntuación: ★★★ (sobre 5)"" 
Luis Martínez: Diario El Mundo
""Una intriga psicológica tan demencial como irresistible (...) Cine travieso para espectadores juguetones. Sin freno."" 
Javier Ocaña: Diario El País
""Un 'thriller' juguetón y adictivo, lleno de volantazos y decisiones imprevisibles, que Paul Feig ha sabido trasladar al cine con una mezcla equilibradísima de elegancia y guasa. (...) Puntuación: ★★★ (sobre 5)"" 
Desirée de Fez: Diario El Periódico
""Feig se consagra como maestro del thriller femenino con una Amanda Seyfried brillante (...) que disfrutarán los que busquen una adaptación fiel al libro y los amantes del género (...) Puntuación: ★★★½ (sobre 5)"" 
Janire Zurbano: Cinemanía
""No parece tomarse demasiado en serio a sí misma, acentuando la dimensión ‘camp’ de sus excesos, que son muchos e implausibles. (...) A ratos recupera el encanto desmelenado de clásicos del thriller de los noventa como “La mano que mece la cuna” (...) Puntuación: ★★½ (sobre 5)"" 
Sergi Sánchez: Diario La Razón
""Producción que explota muy bien a sus mediáticas protagonistas y plantea una película disfrutona y traviesa con giro de guión que marca un antes y un después a nivel de tono e intensidad dramática."" 
Raquel Hernández Luján: Hobby Consolas
""Si bien es cierto que los más veteranos (...) van a poder ver venir determinados giros argumentales, el juego psicológico que Paul Feig articula funciona muy bien y hace justicia a la primera parte de la novela de Freida McFadden."" 
Xavi Mogrovejo: Vandal
  mostrar 25 críticas más","Escribe tu opinión para que el resto de los usuarios la pueda leer
Añade tu crítica",Regístrate y podrás acceder a recomendaciones personalizadas según tus gustos de cine,"Regístrate y podrás acceder a todas las votaciones de tus amigos, familiares, etc.",,"2025: Saturn Awards: Nominada a Mejor thriller.
  mostrar todos",,52 Mis películas favoritas del 2025 (33),
fecha,https://www.filmaffinity.com/es/film683814.html,Rondallas,"7,3",2.253,Rondallas,2025,112 min.,España,Daniel Sánchez Arévalo,Daniel Sánchez Arévalo,"Javier Gutiérrez
María Vázquez
Judith Fernández
Tamar Novas
Carlos Blanco
Fernando Fraga",Federico Jusid,Rafa García,"Bambú Producciones, Mr. Fields and Friends, Studiocanal, Movistar Plus+, RTVE, AGADIC, Televisión de Galicia (TVG), ICAA, Xunta de Galicia. Distribuidora: Beta Fiction Spain",Drama. Comedia | Comedia dramática. Música. Vida rural,"Dos años después del trágico naufragio de un barco pesquero que sacudió a un pequeño pueblo marinero gallego, los habitantes del pueblo deciden que ya es hora de recuperar la ilusión y dejar el luto atrás. Por ello vuelven a unirse para poner en marcha la rondalla, una agrupación de música tradicional en la que participan desde niños hasta ancianos, con la intención de competir en un concurso contra los pueblos vecinos, pero sobre todo de empezar a mirar hacia delante de nuevo.","""Sánchez Arévalo arrebata con un cine libre de prejuicios, popular sin ofender y emocionante sin estridencias (...) Su virtud y gracia es simplemente la identificación. Y ahí se hace grande a un paso del simple entusiasmo. (...) Puntuación: ★★★★ (sobre 5)"" 
Luis Martínez: Diario El Mundo
""El triunfal y emocionante regreso de Daniel Sánchez Arévalo. (...) una producción sincera, honesta y redonda en sus propios términos, un film que logra lo que se propone sin manipular al espectador (...) Puntuación: ★★★ (sobre 5)"" 
Ricardo Rosado: Fotogramas
""Sánchez Arévalo escribe y dirige este drama con un logrado tono agridulce sobre cómo superar la pérdida en comunidad y con música"" 
Elsa Fernández-Santos: Diario El País
""Sánchez Arévalo regresa en estado de gracia con la comedia que España necesita en este momento. (...) toca el corazón gracias a personajes brillantemente escritos y mejor interpretados"" 
Oskar Belategui: Diario El Correo
""Sánchez Arévalo firma la 'feel good movie' española (y galega) definitiva (...) vuelve a demostrar su talento al conseguir que nos encariñemos con todos [los personajes] sin descuidar cada una de sus tramas (...) Puntuación: ★★★★ (sobre 5)"" 
Andrea G. Bermejo: Cinemanía
""Una armonía colectiva entre drama social y comedia popular. (...) Sánchez Arévalo hace su mejor trabajo en años en esta dramedia que roza el realismo 'sucio' pero disfrazado de fábula 'feel-good' comercial."" 
Jose A. Cano: Cine con Ñ
""'Rondallas' se inscribe en el territorio del llamado “cine de bienestar”, pero desde una perspectiva contenida. (...) Puntuación: 7 (sobre 10)"" 
Santiago Echeverría: EscribiendoCine","Escribe tu opinión para que el resto de los usuarios la pueda leer
Añade tu crítica",Regístrate y podrás acceder a recomendaciones personalizadas según tus gustos de cine,"Regístrate y podrás acceder a todas las votaciones de tus amigos, familiares, etc.",,"2025: Premios Goya (España): Nominada a Mejor actor de reparto.
2025: Premios Feroz: Nominada a Mejor comedia.
2026: Medallas del CEC: Medalla de la Solidaridad. 3 nominaciones
  mostrar todos","8 Las mejores películas de 2025
13 Mejores comedias españolas
41 Mejores películas españolas",74 Mis películas favoritas del 2025 (22),
fecha,https://www.filmaffinity.com/es/film515832.html,Abuela tremenda,"3,6",162,Abuela tremenda,2026,88 min.,España,Ana Vázquez,Roberto Jiménez,"Elena Irureta
Toni Acosta
Carla Pastor
Carlos Serrano
Santiago Alverú
Gorka Aguinagalde",Fernando Velázquez,Andalu Vila-San-Juan,"Kowalski Films, Atresmedia Cine, Feelgood Media",Comedia | Familia,"Toñi no es una abuela cualquiera. Es un torbellino, un alma libre que se mete siempre en líos. A su hija Daniela la trae un poco de cabeza, pero su nieta Alexia la adora. Por eso, cuando Daniela se lleva a Alexia a un retiro rural de su empresa, Toñi no duda en presentarse allí con su caravana para pasar tiempo con su nieta y animar el cotarro a toda costa. Toñi pondrá patas arriba el retiro y el trabajo de Daniela y, sin querer, también pondrá algunas cosas en su sitio.","""Una comedia popular que sigue la estela de las exitosas franquicias de Santiago Segura (...) la reconciliación familiar y los ‘team building’ son la excusa para una sucesión de situaciones previsibles en un contexto tópico (...) Puntuación: ★ (sobre 5)"" 
Quim Casas: Diario El Periódico
""El descabellado y pueril guion combina el slapstick de trompazos y muecas, la aventura de lo transgresor y delictivo y cierta sátira social (...) Puntuación: ★★½ (sobre 5)"" 
Sergio F. Pinilla: Cinemanía
""Humor blanco con «The Boss» de por medio y por un tubo, alguna situación divertida y otras menos (...) Lo mejor: Las interpretaciones de Elena Irureta y Toni Acosta (...) Lo peor: Lástima que no profundice en temas que el filme señala, como la precariedad laboral"" 
Manuel López Sampalo: Diario La Razón","Escribe tu opinión para que el resto de los usuarios la pueda leer
Añade tu crítica",Regístrate y podrás acceder a recomendaciones personalizadas según tus gustos de cine,"Regístrate y podrás acceder a todas las votaciones de tus amigos, familiares, etc.",,,,,
